Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Lewis,12268,35,0.002934,2.7221,1.75,0.013979
Lincoln,34366,80,0.002357,2.7515,2.0,0.012971
Loudon,54068,61,0.001147,2.8011,1.3864,0.004453
McMinn,53794,107,0.002008,3.0162,2.0,0.012111
McNairy,25694,68,0.002685,3.0244,2.0,0.016244
Macon,24602,38,0.001585,2.6008,2.0,0.008246
Madison,97984,153,0.001572,2.6692,1.5149,0.006355
Marion,28907,74,0.002595,2.9322,1.3704,0.010425
Marshall,34375,58,0.001716,2.6692,1.16,0.005314
Maury,96387,138,0.001442,2.7104,1.3663,0.005341
Meigs,12422,17,0.001449,2.8825,1.0,0.004177
Monroe,46545,55,0.001203,2.6913,1.5714,0.005088
Montgomery,208993,317,0.001522,2.6667,1.7228,0.006991
Moore,6488,21,0.003391,3.1974,1.6154,0.017514
Morgan,21403,45,0.002149,2.8338,1.3235,0.008061
Obion,30069,36,0.001231,2.5664,2.0,0.006316
Overton,22241,19,0.000899,2.5896,2.0,0.004657
Perry,8076,20,0.0026,2.8297,2.0,0.014716
Pickett,5048,3,0.000792,2.7471,1.5,0.003265
Polk,16832,19,0.001188,2.756,1.5833,0.005185
Putnam,80245,106,0.001333,2.7471,1.4722,0.005393
Rhea,33167,53,0.001628,2.8155,1.963,0.008998
Roane,53382,115,0.002173,2.7948,2.0,0.012146
Robertson,71813,94,0.001323,2.684,1.7091,0.006068
Rutherford,332285,593,0.001788,2.7335,1.704,0.008327
Scott,22068,15,0.000725,2.767,2.0,0.004012
Sequatchie,15026,34,0.002329,2.708,1.3077,0.008249
Sevier,98250,241,0.002463,2.8787,2.0,0.014181
Shelby,937166,2366,0.002526,2.6937,1.678,0.011416
Smith,20157,41,0.002084,2.7267,2.0,0.011363
Stewart,13715,9,0.000729,2.3835,2.0,0.003476
Sullivan,158348,191,0.001213,2.8862,1.91,0.006684
Sumner,191283,303,0.001589,2.7358,1.306,0.005679
Tipton,61599,213,0.003474,2.7821,1.7899,0.0173
Trousdale,11284,15,0.001418,2.7471,2.0,0.00779
Unicoi,17883,21,0.00123,2.6036,2.0,0.006406
Union,19972,20,0.001051,2.6913,1.8182,0.005145
Van Buren,5872,10,0.001873,2.7267,2.0,0.010216
Warren,41277,44,0.00109,2.9322,2.0,0.006393
Washington,129375,184,0.00143,2.7426,1.7196,0.006744
Wayne,16673,23,0.001439,2.767,1.9167,0.007634
Weakley,33328,37,0.00114,2.7403,1.3214,0.004129
White,27345,17,0.000658,2.5635,1.7,0.002869
Williamson,238412,496,0.002085,2.7648,1.9605,0.011299
Wilson,144657,241,0.001673,2.7009,1.9435,0.008782
