Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Henry,234561,589,0.002515,2.7267,1.4024,0.009618
Houston,157863,402,0.002553,2.8217,1.8273,0.013162
Irwin,9416,20,0.00223,2.5515,1.6667,0.009484
Jackson,72977,128,0.001768,2.8378,1.4545,0.007296
Jasper,14219,20,0.001477,2.7221,2.0,0.00804
Jeff Davis,15115,66,0.004433,2.8614,2.0,0.025367
Jefferson,15362,18,0.001237,2.9141,2.0,0.007208
Jenkins,8676,22,0.002651,2.5924,2.0,0.013745
Johnson,9643,16,0.001763,2.7358,1.0,0.004823
Jones,28735,48,0.001705,2.8237,2.0,0.00963
Lamar,19077,60,0.003198,3.008,2.0,0.019236
Lanier,10423,29,0.002878,2.7626,2.0,0.015903
Laurens,47546,153,0.003239,2.7778,1.9367,0.017425
Lee,29992,93,0.003134,2.8691,2.0,0.017984
Liberty,61435,179,0.00293,2.9304,2.0,0.017172
Lincoln,7921,2,0.000379,2.3656,1.0,0.000896
Long,19559,69,0.003579,2.9086,2.0,0.020819
Lowndes,117406,647,0.005519,2.8825,2.0,0.031818
Lumpkin,33610,43,0.001309,2.6617,1.72,0.005993
McDuffie,21312,43,0.002065,2.9141,2.0,0.012033
McIntosh,14378,13,0.000974,2.6091,1.8571,0.004718
Macon,12947,3,0.000309,2.6985,1.0,0.000834
Madison,29880,47,0.001606,2.7335,2.0,0.008782
Marion,8359,23,0.002871,2.6913,2.0,0.015454
Meriwether,21167,35,0.001701,2.8011,1.9444,0.009263
Miller,5718,6,0.001224,2.2384,1.2,0.003288
Mitchell,21863,68,0.003156,2.8257,1.8378,0.01639
Monroe,27578,52,0.001922,2.8594,2.0,0.010991
Montgomery,9172,49,0.005451,3.1225,2.0,0.034044
Morgan,19276,29,0.001556,2.5694,1.9333,0.007731
Murray,40096,78,0.00197,2.6889,2.0,0.010596
Muscogee,195769,339,0.001737,2.7493,1.9941,0.009522
Newton,111744,174,0.001566,2.6642,1.1837,0.004939
Oconee,40280,68,0.001713,2.7197,2.0,0.009318
Oglethorpe,15259,18,0.001245,2.7515,2.0,0.006852
Paulding,168667,314,0.001868,2.6592,2.0,0.009932
Peach,27546,63,0.002323,2.9879,2.0,0.013884
Pickens,32591,71,0.002209,2.7009,2.0,0.011934
Pierce,19465,98,0.005086,2.7197,1.75,0.024207
Pike,18962,56,0.003006,2.8862,2.0,0.017352
Polk,42613,67,0.001596,2.6333,1.5227,0.006399
Pulaski,11137,17,0.001616,2.8457,2.0,0.009199
Putnam,22119,75,0.003436,2.8806,2.0,0.019795
Quitman,2299,0,0.000435,2.5781,1.0,0.001121
Rabun,17137,19,0.001167,2.6463,1.5833,0.00489
Randolph,6778,25,0.003836,2.767,2.0,0.021228
Richmond,202518,394,0.00195,2.6438,2.0,0.010313
Rockdale,90896,196,0.002167,2.6767,1.6471,0.009555
Schley,5257,17,0.003424,3.0179,2.0,0.020666
Screven,13966,40,0.002936,3.0892,2.0,0.018138
Seminole,8090,13,0.001731,2.7799,2.0,0.009621
Spalding,66703,184,0.002773,2.8496,2.0,0.015807
Stephens,25925,30,0.001196,2.871,2.0,0.006866
Stewart,6621,33,0.005135,2.8457,1.32,0.019289
Sumter,29524,52,0.001795,2.6306,2.0,0.009445
Talbot,6195,6,0.00113,2.5073,1.0,0.002833
Taliaferro,1537,1,0.001301,2.6617,1.0,0.003463
Tattnall,25286,109,0.00435,3.1548,2.0,0.027448
Taylor,8020,6,0.000873,2.5515,1.2,0.002672
Telfair,15860,37,0.002396,3.0342,2.0,0.014539
Terrell,8531,16,0.001993,2.6008,2.0,0.010365
Thomas,44451,126,0.002857,2.756,1.1776,0.009272
Tift,40644,206,0.005093,2.6145,1.5969,0.021264
Toombs,26830,115,0.004324,3.0063,1.4024,0.018229
Towns,12037,11,0.000997,2.8052,1.8333,0.005127
Treutlen,6901,23,0.003478,3.0738,1.0,0.01069
Troup,69922,178,0.00256,2.8806,1.4016,0.010336
Turner,7985,26,0.003381,2.7927,2.0,0.018886
Twiggs,8120,24,0.003079,2.6742,2.0,0.016467
Union,24511,26,0.001102,2.9482,2.0,0.006495
Upson,26320,73,0.002812,2.6515,2.0,0.01491
Walker,69761,127,0.001835,2.7471,1.8143,0.009145
Walton,94593,160,0.001702,2.6742,1.8824,0.008568
Ware,35734,118,0.00333,2.684,1.9667,0.017579
Warren,5254,13,0.002665,2.8378,2.0,0.015123
Washington,20374,24,0.001227,2.9446,2.0,0.007226
Wayne,29927,82,0.002773,2.9499,2.0,0.016363
Webster,2607,1,0.000767,2.5515,1.0,0.001957
Wheeler,7855,25,0.00331,3.112,2.0,0.020602
White,30798,68,0.00224,2.8843,2.0,0.012924
Whitfield,104628,140,0.001348,2.6566,1.8421,0.006595
Wilcox,8635,20,0.002432,2.8176,2.0,0.013704
Wilkes,9777,7,0.000818,2.3166,1.0,0.001896
Wilkinson,8954,14,0.001675,2.5392,1.0,0.004254
Worth,20247,36,0.001827,2.8094,2.0,0.010268
