Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Knott,14806,54,0.003715,2.7197,2.0,0.020206
Knox,31145,122,0.003949,2.6816,2.0,0.021181
Larue,14398,17,0.00125,2.6359,2.0,0.006591
Laurel,60813,231,0.003815,2.7799,1.3832,0.01467
Lawrence,15317,21,0.001436,2.4129,1.0,0.003466
Lee,7403,7,0.001081,2.3963,1.1667,0.003021
Leslie,9877,17,0.001822,2.628,1.1333,0.005428
Letcher,21553,95,0.004454,2.7244,1.9792,0.024017
Lewis,13275,32,0.002486,2.6767,1.1429,0.007604
Lincoln,24549,49,0.002037,2.729,1.5312,0.008511
Livingston,9194,5,0.000653,2.5361,1.0,0.001655
Logan,27102,78,0.002915,2.8437,2.0,0.016578
Lyon,8210,7,0.000974,2.6145,1.4,0.003567
McCracken,65418,86,0.00133,2.5896,1.5636,0.005385
McCreary,17231,11,0.000696,2.3113,2.0,0.003219
McLean,9207,21,0.002389,2.7493,2.0,0.013139
Madison,92987,176,0.001903,2.4973,1.6923,0.008045
Magoffin,12161,14,0.001233,2.4871,2.0,0.006135
Marion,19273,28,0.001505,2.327,1.0,0.003501
Marshall,31100,76,0.002476,2.6566,1.551,0.010202
Martin,11195,24,0.002233,2.62,2.0,0.011701
Mason,17070,30,0.001816,2.4973,2.0,0.00907
Meade,28572,33,0.00119,2.6692,1.0312,0.003276
Menifee,6489,4,0.000771,2.5073,1.0,0.001932
Mercer,21933,30,0.001413,2.5781,1.1111,0.004049
Metcalfe,10071,33,0.003376,2.7197,2.0,0.018364
Monroe,10650,14,0.001408,2.7197,1.75,0.006704
Montgomery,28157,40,0.001456,2.3219,2.0,0.006762
Morgan,13309,7,0.000601,2.4088,1.1667,0.001689
Muhlenberg,30622,148,0.004866,2.8135,1.7619,0.02412
Nelson,46233,104,0.002271,2.5138,2.0,0.011418
Nicholas,7269,8,0.001238,2.5723,1.1429,0.00364
Ohio,23994,75,0.003167,2.533,2.0,0.016046
Oldham,66799,97,0.001467,2.6985,1.9796,0.007837
Owen,10901,14,0.001376,2.4661,1.0,0.003393
Owsley,4415,9,0.002265,2.6816,1.0,0.006074
Pendleton,14590,21,0.001508,2.4905,1.6154,0.006066
Perry,25758,66,0.002601,2.5423,1.4667,0.009699
Pike,57876,107,0.001866,2.581,1.6984,0.00818
Powell,12359,11,0.000971,2.4365,2.0,0.004731
Pulaski,64979,154,0.002385,2.3747,1.5876,0.008993
Robertson,2108,4,0.002372,2.3113,1.0,0.005482
Rockcastle,16695,24,0.001497,2.7057,1.2,0.004862
Rowan,24460,13,0.000572,2.4365,1.0,0.001395
Russell,17923,25,0.001451,2.2163,2.0,0.00643
Scott,57004,44,0.000789,2.3878,1.5714,0.002962
Shelby,49024,85,0.001754,2.8176,2.0,0.009885
Simpson,18572,54,0.002961,2.8318,1.6875,0.014152
Spencer,19351,41,0.00217,2.799,2.0,0.01215
Taylor,25769,49,0.00194,2.628,1.8148,0.009254
Todd,12294,21,0.001789,2.6463,2.0,0.009471
Trigg,14651,5,0.00041,2.2312,2.0,0.001828
Trimble,8471,13,0.001653,2.9195,1.8571,0.008961
Union,14381,46,0.003268,3.3583,2.0,0.021951
Warren,132896,318,0.0024,2.6541,2.0,0.012741
Washington,12095,33,0.002811,2.5235,1.0,0.007094
Wayne,20333,12,0.000639,2.1293,1.0,0.001361
Webster,12942,42,0.003323,2.8956,1.1053,0.010633
Whitley,36264,128,0.003557,2.5361,1.6,0.014435
Wolfe,7157,3,0.000559,2.4939,2.0,0.002788
Woodford,26734,43,0.001646,2.3747,1.0,0.003908
